EngineID,Cycle,Max_Cycle,OpSetting_1,OpSetting_2,Sensor_1_TotalTemp,Sensor_2_LPC,Sensor_3_HPC,Sensor_4_LPT,Sensor_5_Bypass,RUL,Sensor_1_TotalTemp_rolling_mean_5,Sensor_1_TotalTemp_rolling_std_5,Sensor_2_LPC_rolling_mean_5,Sensor_2_LPC_rolling_std_5,Sensor_3_HPC_rolling_mean_5,Sensor_3_HPC_rolling_std_5,Sensor_4_LPT_rolling_mean_5,Sensor_4_LPT_rolling_std_5,Sensor_5_Bypass_rolling_mean_5,Sensor_5_Bypass_rolling_std_5,degradation_acceleration,RUL_LSTM_Pred
1,34,222,0.001,0.0001,518.98,644.77,1578.46,47.51,519.63,188,519.2520000000001,1.3136856549418017,643.112,3.539896891153724,1579.368,6.0481459969151565,47.862,0.2799464234456326,521.646,1.6951784566823715,0.0,71.37281036376953
1,35,222,0.0042,0.0003,516.07,641.86,1582.31,47.99,521.75,187,518.994,1.810781599199637,643.432,3.280437470826121,1578.908,5.622256664365312,47.822,0.23145193885557258,521.134,0.8800170452895849,0.0,71.37281036376953
1,36,222,-0.0007,0.0001,521.41,643.63,1572.97,48.14,521.65,186,519.4440000000001,2.116171070589437,644.418,1.9894396195916668,1577.708,6.21480249082766,47.83,0.24382370680473975,521.246,0.9082015194879138,0.0,71.37281036376953
1,37,222,-0.0007,0.0003,515.92,647.66,1583.14,47.67,521.37,185,518.6700000000001,2.608457398540433,644.482,2.108523179858599,1577.372,5.763173604881045,47.82,0.25039968051098604,521.1800000000001,0.8784645695759059,0.0,71.37281036376953
1,38,222,0.001,0.0003,518.31,641.9,1577.9,47.2,523.03,184,518.1379999999999,2.271600757175583,643.9639999999999,2.4035661006097917,1578.9560000000001,4.060434705792107,47.702,0.3757259639684309,521.4860000000001,1.2184744560309806,0.0,71.37281036376953
1,39,222,0.0042,0.0001,515.92,642.26,1576.39,48.29,519.01,183,517.526,2.3967957777001234,643.462,2.454713832608607,1578.542,4.225809981530183,47.858000000000004,0.4335550714730503,521.362,1.4618207824490836,0.0,71.37281799316406
1,40,222,0.001,0.0007,518.55,647.31,1577.62,47.82,519.68,182,518.0219999999999,2.2736028676971767,644.5519999999999,2.7569312650121214,1577.604,3.6634314515217024,47.824,0.42723529816718403,520.948,1.6100683215318163,0.0,71.37281036376953
1,41,222,0.0,0.0007,517.43,642.28,1586.26,47.81,520.21,181,517.2259999999999,1.2630241486216627,644.2819999999999,2.930447064869286,1580.262,4.237053221285333,47.758,0.390089733266597,520.66,1.5816447135815392,0.0,71.37281036376953
1,42,222,0.0,0.0001,516.44,649.14,1574.82,47.26,520.57,180,517.33,1.14444309600842,644.578,3.3948961692519446,1578.5980000000002,4.452484699580661,47.676,0.4514753592390274,520.5,1.5315351775263002,0.0,71.37281036376953
1,43,222,0.0042,0.0007,515.02,646.61,1588.73,48.57,519.36,179,516.672,1.3647234152025143,645.5199999999999,3.10732199812039,1580.764,6.2851197283748474,47.95,0.5031401395237722,519.7660000000001,0.6299444419954581,0.0,71.37281036376953
1,44,222,0.001,0.0001,516.52,643.2,1587.4,48.05,519.91,178,516.792,1.3072375453611669,645.708,2.8809668515974085,1582.966,6.298244199776153,47.902,0.47314902514958435,519.946,0.4675788703533078,0.0,71.37281036376953
1,45,222,-0.0007,0.0007,521.66,642.48,1576.32,48.34,524.0,177,517.414,2.525268302577246,644.742,3.016110077567067,1582.706,6.593995753715122,48.006,0.5065866164833014,520.8100000000001,1.837539115230051,0.0,71.37281036376953
1,46,222,-0.0007,0.0001,517.55,647.55,1580.51,48.47,522.59,176,517.438,2.526028503402395,645.796,2.8572941745650047,1581.556,6.314707435820732,48.138,0.5282707639080492,521.2860000000001,1.9481863360572689,0.0,71.37281799316406
1,47,222,-0.0007,0.0001,518.29,645.5,1583.44,48.33,519.6,175,517.808,2.478340170356169,645.068,2.174389569511867,1583.28,5.069935897032043,48.352,0.19575494885183053,521.092,2.0810742418280714,0.0,71.37281036376953
1,48,222,0.001,0.0001,518.45,642.53,1571.33,48.17,520.28,174,518.4939999999999,1.9271040449338535,644.2520000000001,2.216206217841823,1579.8,6.232274865569121,48.272000000000006,0.1634625339335781,521.2760000000001,1.924429785676854,0.0,71.37281036376953
1,49,222,0.0,0.0001,514.9,648.93,1571.94,48.77,520.64,173,518.17,2.4161022329364816,645.3979999999999,2.9093246639044157,1576.708,5.281625696695547,48.416000000000004,0.22467754671968915,521.422,1.8197307493143626,0.0,71.37281036376953
1,50,222,-0.0007,0.0001,513.72,645.88,1576.54,48.1,520.13,172,516.582,2.1426548952180475,646.078,2.4115492945415213,1576.752,5.278500734109531,48.368,0.2666833328124967,520.6479999999999,1.1482029437343655,0.0,71.37281036376953
1,51,222,-0.0007,0.0007,512.65,648.52,1586.71,49.0,519.98,171,515.602,2.6497867838757676,646.272,2.591846831894989,1577.992,6.870252542665266,48.474000000000004,0.39284857133503037,520.126,0.382727056791458,0.0,71.37281036376953
1,52,222,0.001,0.0001,517.79,647.55,1578.4,47.41,520.92,170,515.502,2.529697610388006,646.682,2.601320818354566,1576.984,6.209003945883389,48.290000000000006,0.6243796921745522,520.39,0.3844476557351721,0.0,71.37281036376953
1,53,222,-0.0007,0.0007,515.23,646.85,1580.31,47.06,518.06,169,514.858,1.9304843951721455,647.546,1.2373479704620305,1578.7800000000002,5.412333138305579,48.068,0.8383734251513478,519.946,1.1205266618873242,0.0,71.37281036376953
1,54,222,0.0,0.0007,516.74,645.73,1576.42,48.1,522.51,168,515.226,2.1077310075061657,646.9060000000001,1.1681737884430499,1579.676,4.240970407819827,47.934,0.7466458330426886,520.3199999999999,1.6136449423588517,0.0,71.37281036376953
1,55,222,0.001,0.0003,519.08,651.05,1575.22,48.34,520.77,167,516.298,2.4803971456205174,647.9399999999999,2.014497455944578,1579.4119999999998,4.517086450357395,47.982,0.7674112326517039,520.4480000000001,1.6201759163746008,0.0,71.37281036376953
1,56,222,0.0042,0.0003,520.11,644.95,1577.23,48.1,521.59,166,517.7900000000001,1.9171984769453547,647.226,2.360483001422748,1577.516,1.9456695505649966,47.802,0.5411284505549678,520.7700000000001,1.6633249832790467,0.0,71.37281036376953
1,57,222,-0.0007,0.0001,518.46,644.05,1576.93,47.65,520.81,165,517.9240000000001,1.9404715921655589,646.526,2.730362613281343,1577.2220000000002,1.8889335615618523,47.85,0.5072474741189122,520.7479999999999,1.661571545254747,0.0,71.37281036376953
1,58,222,0.0042,0.0003,513.7,643.87,1578.88,48.35,521.15,164,517.618,2.508888199980567,645.93,2.957735620369642,1576.9360000000001,1.3300864633526617,48.108000000000004,0.28384855116769475,521.366,0.719360827401722,0.0,71.37281036376953
1,59,222,0.0,0.0007,516.22,650.47,1583.86,47.83,519.49,163,517.514,2.5645428442515374,646.8779999999999,3.573194649050788,1578.424,3.3045922592657204,48.054,0.31020960655660346,520.762,0.7836580887097933,0.0,71.37281036376953
1,60,222,0.0042,0.0001,514.13,643.24,1568.89,49.08,520.71,162,516.524,2.757087231119521,645.316,2.9453828274101337,1577.158,5.392102558371324,48.202,0.55818455729265,520.75,0.7839642849009714,0.0,71.37281036376953
1,61,222,-0.0007,0.0001,517.51,647.23,1570.7,48.68,519.64,161,516.004,2.07164910156198,645.7719999999999,3.049216292755133,1575.852,6.112926467739523,48.318,0.5909906936661388,520.3599999999999,0.7457211275004314,0.0,71.37281036376953
1,62,222,0.0042,0.0001,511.41,645.77,1576.16,48.36,519.38,160,514.5939999999999,2.361107790848057,646.116,2.8997379191926913,1575.6979999999999,6.0886303878614525,48.46,0.4614650582654919,520.074,0.8020785497697128,0.0,71.37281036376953
1,63,222,0.0042,0.0007,520.81,646.39,1573.81,49.25,521.31,159,516.016,3.536535027396485,646.6200000000001,2.6169829957423993,1574.684,5.843460447370751,48.64,0.5704822521340697,520.106,0.8570472565737732,0.0,71.37281036376953
1,64,222,0.0,0.0003,519.81,651.82,1571.8,47.92,519.46,158,516.734,3.930760740620275,646.89,3.1323872685230727,1572.2720000000002,2.8113110820360228,48.658,0.5390918289122527,520.1,0.8625253619463065,0.0,71.37281036376953
1,65,222,-0.0007,0.0001,514.58,642.69,1569.09,47.96,519.52,157,516.824,3.8607615829006536,646.7800000000001,3.297893266921341,1572.312,2.7519574851329005,48.434,0.5524309911653897,519.862,0.8149969325099922,0.0,71.37281036376953
1,66,222,0.001,0.0001,515.92,650.58,1568.12,48.04,519.57,156,516.506,3.855610198140084,647.45,3.724828855129644,1571.7959999999998,3.3142163477928306,48.306,0.555319727724476,519.848,0.8203474873495336,0.0,71.37281036376953
1,67,222,0.0042,0.0001,515.69,647.41,1579.35,48.45,518.69,155,517.3620000000001,2.761153744361428,647.778,3.6103559381322787,1572.434,4.469880311594406,48.324,0.5589543809650166,519.71,0.9641835924764295,0.0,71.37281036376953
1,68,222,0.001,0.0007,516.23,645.22,1582.94,48.08,521.31,154,516.4459999999999,1.9807397607969626,647.5440000000001,3.757716061653219,1574.2599999999998,6.552301122505524,48.089999999999996,0.21095023109730157,519.71,0.9641835924764295,0.0,71.37281036376953
1,69,222,0.001,0.0001,514.38,645.95,1576.88,49.36,520.15,153,515.36,0.8288847929616773,646.3700000000001,2.9089087300918157,1575.276,6.468812101150508,48.378,0.5803619560239833,519.848,0.9688240294298446,0.0,71.37281036376953
1,70,222,-0.0007,0.0003,516.07,648.46,1579.09,47.74,519.14,152,515.658,0.7415996224398306,647.524,2.122152209434199,1577.276,5.560173558442071,48.334,0.6264822423660446,519.7719999999999,1.01480047299986,0.0,71.37281036376953
1,71,222,0.001,0.0007,513.9,642.96,1576.55,48.3,516.25,151,515.254,1.0494903525060517,646.0,2.1149586284378286,1578.962,2.556554321739352,48.386,0.6064486787849266,519.108,1.8893438014297996,0.0,71.37281036376953
1,72,222,0.001,0.0007,514.98,648.66,1571.89,48.65,521.03,150,515.112,1.023459818460591,646.25,2.3805041482854077,1577.47,4.027288169475709,48.426,0.6182070850451163,519.5759999999999,2.0434480663821377,0.0,71.37281036376953
1,73,222,0.0,0.0003,518.22,644.75,1580.34,48.72,519.87,149,515.51,1.7181094260852736,646.156,2.4398831939262724,1576.95,3.234200055654713,48.554,0.594457736092289,519.2879999999999,1.8280919014100832,0.0,71.37281036376953
1,74,222,0.0,0.0001,516.94,650.83,1580.81,48.04,519.7,148,516.022,1.6781597063458003,647.132,3.1958207083636214,1577.736,3.662168756351811,48.29,0.4121892769104855,519.1980000000001,1.78562874080847,0.0,71.37281036376953
1,75,222,0.0042,0.0001,518.25,646.3,1582.44,47.79,517.83,147,516.458,1.9542313066784747,646.7,3.1164322550000874,1578.406,4.233666259874716,48.3,0.39579034854325323,518.936,1.889359679891961,0.0,71.37281036376953
1,76,222,0.0042,0.0007,515.04,646.14,1576.16,49.06,518.04,146,516.6859999999999,1.6189132157104988,647.336,2.4058324962486863,1578.328,4.279751160990695,48.452,0.5216991470186416,519.2940000000001,1.3440721706817478,0.0,71.37281036376953
1,77,222,-0.0007,0.0003,515.79,643.42,1571.42,47.98,519.37,145,516.848,1.4356775403975568,646.288,2.7947575923511097,1578.234,4.4579569311514655,48.318,0.5437094812489394,518.962,0.9574810703097723,0.0,71.37281036376953
1,78,222,0.0,0.0001,516.88,642.22,1576.35,48.27,520.42,144,516.58,1.225173457108074,645.7819999999999,3.3221107747941128,1577.4360000000001,4.342341534241593,48.227999999999994,0.49565108695532856,519.072,1.1076867788329798,0.0,71.37281036376953
1,79,222,0.0,0.0001,514.97,644.93,1562.94,48.79,518.11,143,516.186,1.3865893407935848,644.6020000000001,1.762617371978615,1573.8619999999999,7.250973727713498,48.378,0.5363487671282413,518.754,1.1105539158463744,0.0,71.37281036376953
1,80,222,0.0042,0.0001,512.45,652.37,1572.52,47.94,519.31,142,515.0260000000001,1.632491960164912,645.816,3.95338209638319,1571.8780000000002,5.450781595329863,48.408,0.4980662606521165,519.05,0.9938058160432485,0.0,71.372802734375
1,81,222,0.0042,0.0007,515.04,644.23,1573.46,48.72,519.18,141,515.0260000000001,1.632491960164912,645.434,4.006173985238579,1571.338,5.038682367443423,48.339999999999996,0.40043726100350235,519.278,0.8196767655613675,0.0,71.372802734375
1,82,222,0.001,0.0003,514.69,651.98,1574.44,48.78,518.38,140,514.806,1.5769686109758976,647.146,4.6993861301244335,1571.9420000000002,5.228405110546309,48.5,0.3799342048302187,519.08,0.9068351559138682,0.0,71.37281036376953
1,83,222,0.001,0.0001,513.76,649.43,1568.65,48.48,518.34,139,514.182,1.0946551968559284,648.588,3.8370327077064412,1570.402,4.714172249715035,48.542,0.35919354114455715,518.664,0.542245331931718,0.0,71.372802734375
1,84,222,0.0,0.0007,515.53,642.12,1573.87,48.43,516.94,138,514.294,1.217222247579938,648.0260000000001,4.6304999730059055,1572.588,2.3101017293591015,48.470000000000006,0.33211443810827407,518.43,0.9444045743228575,0.0,71.372802734375
1,85,222,0.0042,0.0007,513.68,653.41,1580.48,48.9,521.08,137,514.54,0.8063187955166615,648.234,4.8904733922196195,1574.1799999999998,4.211680187287566,48.662,0.20054924582245223,518.784,1.5156780660818558,0.0,71.37281036376953
1,86,222,0.001,0.0007,516.95,642.4,1566.82,48.75,519.78,136,514.922,1.3628169356165036,647.868,5.315088898598725,1572.852,5.3802016690816385,48.66799999999999,0.20315019074555107,518.904,1.5773648912035187,0.0,71.37281036376953
1,87,222,0.0042,0.0003,514.12,647.44,1570.51,48.53,518.42,135,514.808,1.4100957414315034,646.96,4.79981770487228,1572.066,5.377279051712641,48.618,0.1994241710524546,518.912,1.5741410356132257,0.0,71.37281036376953
1,88,222,0.0042,0.0001,512.7,645.36,1567.82,48.68,517.99,134,514.5959999999999,1.6638900204050102,646.146,4.617876135195024,1571.9,5.520013586938688,48.658,0.18430952227151673,518.842,1.613232779236019,0.0,71.372802734375
1,89,222,0.001,0.0003,514.63,646.97,1573.15,48.81,518.04,133,514.4159999999999,1.5843705374701824,647.116,4.033141455491701,1571.7559999999999,5.464890666791763,48.734,0.13974977638603853,519.0619999999999,1.3410518259938404,0.0,71.372802734375
1,90,222,0.0042,0.0001,512.67,647.61,1575.54,47.85,519.25,132,514.214,1.7566815306149588,645.9559999999999,2.177528415429632,1570.7679999999998,3.632832228439115,48.524,0.39099872122548746,518.6959999999999,0.7884985732401726,0.0,71.372802734375
1,91,222,0.0,0.0003,512.5,644.39,1573.0,47.33,518.19,131,513.324,0.9791986519620225,646.354,1.4125968993326625,1572.004,2.938814386787156,48.24,0.6290468980926566,518.378,0.5153348426044889,0.0,71.37281036376953
1,92,222,0.001,0.0007,512.9,649.4,1563.11,48.68,517.38,130,513.08,0.8780375846194821,646.7459999999999,1.9565352028534713,1570.5240000000001,5.011629475528452,48.27,0.6495767852994669,518.17,0.678269857801793,0.0,71.37281036376953
1,93,222,0.001,0.0007,513.11,646.35,1568.22,49.11,519.63,129,513.1619999999999,0.8524494119913343,646.9440000000001,1.8270139572551798,1570.6039999999998,4.9606078256586335,48.356,0.7396485651983526,518.4979999999999,0.9221550845720358,0.0,71.372802734375
1,94,222,0.0,0.0003,514.83,640.25,1567.05,49.03,518.26,128,513.202,0.9388663376670858,645.6,3.504611248056296,1569.384,4.9279133515093765,48.4,0.7789094941005512,518.542,0.89981664799113,0.0,71.372802734375
1,95,222,0.0042,0.0007,513.92,645.94,1571.28,48.68,519.57,127,513.452,0.9281540820382395,645.2660000000001,3.3409175386414534,1568.532,3.847280857954551,48.566,0.7184914752451556,518.606,0.9713032482196049,0.0,71.372802734375
1,96,222,-0.0007,0.0007,513.57,646.05,1573.59,48.61,518.02,126,513.6659999999999,0.7623188309389485,645.598,3.3144788428956136,1568.65,4.023586708396321,48.821999999999996,0.2299347733596074,518.572,0.9922550075469467,0.0,71.37281036376953
1,97,222,0.001,0.0003,513.52,654.15,1574.81,48.62,519.48,125,513.79,0.6484982652282346,646.548,4.952577106921626,1570.9899999999998,3.34039668302824,48.81,0.24052026941597945,518.992,0.7842002295342745,0.0,71.372802734375
1,98,222,-0.0007,0.0001,512.01,648.77,1574.29,47.63,519.73,124,513.57,1.0181109959155437,647.0319999999999,5.045762578640117,1572.2040000000002,3.1812387524339427,48.513999999999996,0.5233832247980087,519.012,0.805524673738552,0.0,71.372802734375
1,99,222,0.0,0.0003,510.28,643.27,1566.32,48.84,518.4,123,512.66,1.5200493413059197,647.636,4.128314426010439,1572.058,3.479665213779543,48.476,0.4817987131572338,519.0400000000001,0.7746934877753787,0.0,71.37281036376953
1,100,222,0.001,0.0001,509.52,651.84,1565.45,48.38,518.6,122,511.78000000000003,1.846767446108214,648.816,4.359103118762877,1570.892,4.601491062686744,48.416,0.4685402864215338,518.846,0.728889566396551,0.0,71.372802734375
1,101,222,0.0042,0.0003,515.87,648.19,1573.79,49.34,517.53,121,512.24,2.5548091905277173,649.244,4.118018941191136,1570.932,4.631578564591786,48.562,0.6300158728158819,518.748,0.8841210324394883,0.0,71.372802734375
1,102,222,-0.0007,0.0007,513.11,648.22,1578.65,48.65,518.22,120,512.158,2.5096354316922085,648.058,3.07323445249573,1571.7,5.643261468334371,48.568,0.6308486347769621,518.496,0.7987678010549184,0.0,71.372802734375
1,103,222,0.0042,0.0001,510.65,641.88,1569.51,50.11,516.88,119,511.88599999999997,2.601697522773361,646.6800000000001,4.060338655827108,1570.744,5.497815929984068,49.06400000000001,0.6818577564271734,517.926,0.7099859153551956,0.0,71.372802734375
1,104,222,0.001,0.0007,518.04,651.17,1575.81,49.08,519.71,118,513.438,3.546980405923396,648.26,3.9368578841516837,1572.642,5.219781604625574,49.112,0.6704998135718555,518.188,1.0759972118934626,0.0,71.372802734375
1,105,222,0.0,0.0007,509.84,647.12,1569.67,49.31,516.87,117,513.5020000000001,3.4604436131808956,647.316,3.3920097287603794,1573.486,3.9538184075634977,49.298,0.5311967620382018,517.842,1.1832032792393952,0.0,71.372802734375
1,106,222,0.001,0.0007,507.18,649.59,1562.97,50.13,517.82,116,511.764,4.097429682130581,647.596,3.536881394676053,1571.3220000000001,6.115759969127893,49.455999999999996,0.6508302390023454,517.9,1.1711319310832526,0.0,71.372802734375
1,107,222,0.0042,0.0007,511.92,651.02,1570.79,49.03,516.84,115,511.526,4.033767469748938,648.1560000000001,3.8666691091954877,1569.75,4.578143728629136,49.532000000000004,0.547101453114355,517.624,1.2375904007396958,0.0,71.37279510498047
1,108,222,0.0,0.0007,512.51,644.91,1577.6,49.02,517.66,114,511.89799999999997,4.018522116401084,648.762,2.697993699030404,1571.368,5.751366794074867,49.314,0.47109447035585966,517.78,1.167540149203832,0.0,71.372802734375
1,109,222,-0.0007,0.0001,509.46,648.65,1568.23,49.49,515.8,113,510.18199999999996,2.1266452454523703,648.258,2.3484399076848606,1569.852,5.266338386392031,49.396,0.4556094819029296,516.9979999999999,0.8047484078912283,0.0,71.372802734375
1,110,222,0.001,0.0003,514.36,652.34,1564.81,49.38,515.1,112,511.08600000000007,2.7992463271396866,649.302,2.8274847479710234,1568.8799999999999,5.735895745215914,49.410000000000004,0.4533762234611052,516.644,1.1779134093827355,0.0,71.372802734375
1,111,222,0.001,0.0003,508.59,645.34,1565.82,49.8,517.09,111,511.36799999999994,2.3408694965770853,648.452,3.3158965605107795,1569.45,5.109133977494262,49.34400000000001,0.32943891694798677,516.4979999999999,1.0319011580591086,0.0,71.37279510498047
1,112,222,-0.0007,0.0001,508.03,649.3,1560.68,49.39,517.13,110,510.59,2.7262520059607995,648.108,3.062412447729183,1567.4279999999999,6.3065022001094535,49.416,0.2791594526428442,516.5559999999999,1.0635929672594229,0.0,71.372802734375
