step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,balance_error_orig,balance_error_dest,amount_to_balance_ratio,is_zero_balance_after,is_full_transfer,type_encoded,tx_count_last_1h,tx_volume_last_1h,tx_count_last_24h,pagerank,in_circular_ring,community_id,betweenness,high_risk_community,Risk_Score_IForest,Risk_Score_LOF,AE_Score,GNN_Risk_Score,Risk_Score_Ensemble,Is_Anomaly,Is_Anomaly_v2
8,TRANSFER,3932449.48,C1012349956,8487.01,0.0,C1948558238,6132279.12,11604362.04,0,0,-3923962.47,-1539633.4399999997,463.2946332532596,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,767.0,0.0,False,0.7858631563707598,0.002108231814905,1.6039206e-05,0.0275900736451149,0.2037897656291596,1,1
8,CASH_OUT,8398.09,C1013015095,0.0,0.0,C1526542158,19959.0,0.0,0,0,-8398.09,28357.09,8398.09,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,790.0,0.0,False,0.0450568418882025,0.0005121665933069,1.7712776e-07,0.8912387490272522,0.2341763841858543,1,1
8,CASH_OUT,8899.86,C1013795861,0.0,0.0,C473344802,121664.4,19916.44,0,0,-8899.86,110647.82,8899.86,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8514.0,0.0,False,0.0581523155551809,0.0002864567708994,2.2156506e-07,0.8340616822242737,0.2231108572685614,1,1
9,TRANSFER,1084294.83,C1014333901,0.0,0.0,C198998678,2140066.43,5424217.14,0,0,-1084294.83,-2199855.8799999994,1084294.83,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3796.0,0.0,False,0.657269517240602,0.0007628129443862,7.1423688e-06,0.1799832284450531,0.2094678917209186,1,1
9,TRANSFER,2740783.29,C1017008472,677818.46,0.0,C1975881381,56241.56,2761823.09,0,0,-2062964.83,35201.76000000024,4.043529954126723,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,1022.0,0.0,False,0.7322919474871493,0.0024156510015134,7.443053e-06,0.15817891061306,0.2231030776414861,1,1
9,TRANSFER,2018378.02,C1017063696,0.0,0.0,C1825389809,4288783.13,6470966.81,0,0,-2018378.02,-163805.65999999922,2018378.02,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,459.0,0.0,False,0.8096230166175563,0.0013715388583793,7.472254e-06,0.0318041667342186,0.2106333452857763,1,1
9,TRANSFER,1223407.25,C1017575228,0.0,0.0,C927151297,3045263.32,4415570.04,0,0,-1223407.25,-146899.46999999974,1223407.25,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,1066.0,0.0,False,0.6190902741141572,0.0004209729704657,2.1924434e-06,0.4009539186954498,0.2550959005295344,1,1
9,CASH_OUT,234007.0,C1017629882,0.0,0.0,C167451022,293387.17,527394.17,0,0,-234007.0,-1.1641532182693479e-10,234007.0,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,1070.0,0.0,False,0.1043307752665214,0.0003030216569189,1.5967638e-07,0.8681046366691589,0.2431695052182193,1,1
8,TRANSFER,42620.68,C1018362313,0.0,0.0,C796028148,43732.53,536073.63,0,0,-42620.68,-449720.42,42620.68,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,1126.0,0.0,False,0.1920166020931083,0.0003939933494348,5.4138826e-07,0.7622935175895691,0.2386564910070401,1,1
1,CASH_OUT,14166.38,C1018742990,595572.48,581406.1,C1364913072,34155.22,47409.85,0,0,0.0,911.75,0.0237861161984579,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,7947.0,0.0,False,0.1409454172186126,0.0036535840533339,4.326053e-07,0.8557528257369995,0.2499054073311668,1,1
11,TRANSFER,2238639.34,C1019206292,352601.67,0.0,C141847315,459211.56,1839696.76,0,0,-1886037.67,858154.1399999999,6.348900704580598,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,1171.0,0.0,False,0.7009128824774239,0.0022527438356855,5.9027975e-06,0.1348838210105896,0.2094014954784165,1,1
10,TRANSFER,1901607.31,C1019304804,22963.0,0.0,C495398308,11356.0,1912963.31,0,0,-1878644.31,0.0,82.8081915171573,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,1177.0,0.0,False,0.5878567935052104,0.0002950498153745,2.4749704e-06,0.2463345229625702,0.2086075815712014,1,1
11,TRANSFER,2265236.83,C1020022794,5525.0,0.0,C320603420,0.0,2265236.83,0,0,-2259711.83,0.0,409.923422005067,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,1212.0,0.0,False,0.6682000739512552,0.0003968506796595,3.949851e-06,0.1557373851537704,0.2060649198674831,1,1
10,CASH_OUT,59835.0,C1020461364,59835.0,0.0,C2144015041,255480.76,315315.76,1,0,0.0,0.0,0.999983287652918,1,1,1,0.0,0.0,0.0,1.517256959746606e-05,False,9322.0,0.0,False,0.1228624300220339,0.0006154909977473,0.17334709,0.8474177718162537,0.2946972773536556,1,1
9,CASH_IN,578287.73,C1021781520,24319044.94,24897332.67,C1504420803,858284.37,572448.71,0,0,-1156575.460000001,864123.3900000001,0.0237792112168689,0,0,0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.8111834384793818,0.0030798487053519,1.1303428e-05,0.0,0.2034152203896287,1,1
7,TRANSFER,441445.58,C1023505879,441445.58,0.0,C847761155,0.0,0.0,1,0,0.0,441445.58,0.9999977347202464,1,1,4,0.0,0.0,0.0,1.517256959746606e-05,False,1450.0,0.0,False,0.3907101441980913,0.0009182284665435,0.1717772,0.8031936883926392,0.3501927664348329,1,1
9,CASH_OUT,10125.95,C1023630252,21031.0,10905.05,C993553319,125837.01,1930417.62,0,0,0.0,-1794454.66,0.4814544503613541,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,1469.0,0.0,False,0.2266059497884829,0.0006958987244935,2.6084563e-06,0.6715366840362549,0.2246756207379984,1,1
10,TRANSFER,3233980.12,C1023710925,52903.0,0.0,C1701901067,49570.0,3409491.6,0,0,-3181077.12,-125941.47999999998,61.12921745047634,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,1488.0,0.0,False,0.7511310897314363,0.0007520329989101,1.1654093e-05,0.15817891061306,0.2274814029140522,1,1
10,CASH_OUT,19934.09,C1024294467,73815.0,53880.91,C36398926,0.0,3137115.13,0,0,0.0,-3117181.04,0.2700510729381164,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,1525.0,0.0,False,0.3193074442994623,0.0005924039487105,4.5127495e-06,0.9363242983818054,0.3140277702849867,1,1
9,TRANSFER,21922.0,C102617052,21922.0,0.0,C760675871,0.0,0.0,1,0,0.0,21922.0,0.9999543858048624,1,1,4,0.0,0.0,0.0,1.517256959746606e-05,False,1651.0,0.0,True,0.181529240062915,0.0006725105816079,0.17153098,0.9236754775047302,0.3278949753207463,1,1
8,TRANSFER,1078013.76,C1026280121,0.0,0.0,C277510102,0.0,970749.68,1,0,-1078013.76,107264.07999999996,1078013.76,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,1654.0,0.0,False,0.5695443561219002,0.0028496418731482,1.4961713e-06,0.9415062665939332,0.3783330329049973,1,1
11,TRANSFER,1159723.0,C1028067690,336384.53,0.0,C1681202502,1330487.36,2490210.36,0,0,-823338.47,4.656612873077393e-10,3.447600733598737,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,1747.0,0.0,False,0.4934557153933209,0.0009239267519242,8.6583873e-07,0.3261076211929321,0.2050758792485781,1,1
8,TRANSFER,2452427.82,C1028499479,53202.0,0.0,C2090186380,0.0,2452427.82,0,0,-2399225.82,0.0,46.09566791346352,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,1768.0,0.0,False,0.686187541751542,0.0003707783810092,4.648345e-06,0.2553439140319824,0.2354584141256391,1,1
9,CASH_OUT,22164.11,C1030188609,0.0,0.0,C1079343872,751141.2,1157952.39,0,0,-22164.11,-384647.08,22164.11,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,2230.0,0.0,False,0.0749040812786471,0.0004045582125598,1.1068321e-07,0.8772665858268738,0.2381236116238581,1,1
10,CASH_OUT,9707.34,C1030387505,0.0,0.0,C1981723789,40477.0,50184.34,0,0,-9707.34,0.0,9707.34,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,1889.0,0.0,False,0.0481943377753794,0.0003990133004347,1.6248414e-07,0.8912387490272522,0.2349381231059909,1,1
10,CASH_OUT,43441.7,C1030579960,49948.0,6506.3,C1754042702,0.0,43441.7,0,0,2.7284841053187847e-12,0.0,0.8697211155378486,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,1903.0,0.0,False,0.0855647719323864,0.0003640269361129,1.7477086e-07,0.8200668096542358,0.2264807532151392,1,1
10,CASH_OUT,2151.08,C1030602978,0.0,0.0,C1820688445,113586.34,115737.42,0,0,-2151.08,0.0,2151.08,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,1906.0,0.0,False,0.0546323824879653,0.0007950979379449,2.2424918e-07,0.9251969456672668,0.2451164189011516,1,1
11,TRANSFER,1792409.27,C1030633774,0.0,0.0,C654996410,2841464.12,4633873.39,0,0,-1792409.27,9.313225746154783e-10,1792409.27,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,1908.0,0.0,False,0.78065946243484,0.0005650099556311,6.2170525e-06,0.1940946877002716,0.2438034046406957,1,1
9,TRANSFER,30516.51,C103142409,11217.0,0.0,C2132821511,5502.0,42095.31,0,0,-19299.51,-6076.800000000003,2.7203164556962025,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,1950.0,0.0,False,0.1134868642810872,0.0015965425171895,2.7538917e-07,0.8504565954208374,0.2413052560456698,1,1
10,CASH_OUT,30095.43,C1031974180,288098.72,258003.3,C427346199,199031.0,0.0,0,0,-0.0100000000093132,229126.43,0.1044618509174531,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,1983.0,0.0,False,0.1369064865994123,0.000441256872505,3.725105e-07,0.8399778008460999,0.2443094349890315,1,1
8,TRANSFER,1378636.36,C1032621218,0.0,0.0,C675203915,2369004.21,5398127.54,0,0,-1378636.36,-1650486.9699999995,1378636.36,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,2015.0,0.0,False,0.721187069310719,0.0005090671900497,5.5774753e-06,0.0990575328469276,0.2051646372200718,1,1
10,TRANSFER,1080066.05,C1034152726,50914.0,0.0,C525447900,4615.0,1427456.96,0,0,-1029152.05,-342775.9099999999,21.2131208877541,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,2100.0,0.0,False,0.4144865960627439,0.0004200265916381,1.6272247e-06,0.9484104514122008,0.3408087553544796,1,1
9,CASH_OUT,1154353.99,C1034219836,1154353.99,0.0,C1195589213,162222.0,1965587.6,1,0,0.0,-649011.6100000001,0.9999991337153572,1,1,1,0.0,0.0,0.0,1.517256959746606e-05,False,2102.0,0.0,True,0.4875299694505912,0.0022124773426928,0.17404738,0.8929119110107422,0.397767182024788,1,1
9,CASH_OUT,34517.87,C1034314995,23158.0,0.0,C1617481121,0.0,34517.87,0,0,-11359.870000000004,0.0,1.4904732501403344,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,2113.0,0.0,False,0.0615816349818535,0.0003467211089588,1.2245009e-07,0.8581664562225342,0.2300064037579161,1,1
6,TRANSFER,17246.0,C1034673425,17246.0,0.0,C1379589736,0.0,101717.84,1,0,0.0,-84471.84,0.999942018901838,1,1,4,0.0,0.0,0.0,1.517256959746606e-05,False,8589.0,0.0,True,0.1892024090970332,0.0019680790524562,0.17148688,0.8891050815582275,0.3214165575062602,1,1
11,TRANSFER,2036830.17,C1034880611,64024.0,0.0,C1192714065,17855.81,1730864.16,0,0,-1972806.17,323821.82000000007,31.81304443576728,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,2141.0,0.0,False,0.6330408414778632,0.0011963069814098,3.850448e-06,0.1982026696205139,0.2080512943053176,1,1
9,CASH_OUT,645.39,C1035759193,499127.0,498481.61,C1676113305,11201.0,26187.49,0,0,0.0,-14341.100000000002,0.0012930350531326,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,2176.0,0.0,False,0.14455243421146,0.0121480179800966,5.468584e-07,0.6887145638465881,0.2107465171680562,1,1
9,TRANSFER,2357834.95,C1037461203,3964.94,0.0,C14440699,6083972.46,11660982.24,0,0,-2353870.01,-3219174.83,594.521084534814,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,2251.0,0.0,False,0.7916776345234637,0.0010941416338616,1.167744e-05,0.0239807330071926,0.2041369234416012,1,1
11,TRANSFER,1004647.49,C1037615,0.0,0.0,C198272505,2097749.51,2957454.41,0,0,-1004647.49,144942.58999999985,1004647.49,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,2257.0,0.0,False,0.5458922454123665,0.0007178914480585,1.1541952e-06,0.4284387528896332,0.2437266741236712,1,1
10,CASH_OUT,34463.96,C1039743543,61098.0,26634.04,C2006234135,0.0,34463.96,0,0,0.0,0.0,0.5640674970130444,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,2402.0,0.0,False,0.075151537937116,0.0010601018860126,1.7008207e-07,0.8581664562225342,0.2335415699417396,1,1
12,TRANSFER,988619.9,C1039950504,51644.0,0.0,C1664689017,1039695.57,1890476.83,0,0,-936975.9,137838.6399999999,19.14260625423565,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,2412.0,0.0,False,0.4018259740515885,0.0010363469764119,9.0180686e-07,0.8737010359764099,0.3190892924443561,1,1
11,TRANSFER,2487240.99,C1041291896,0.0,0.0,C1313534832,8576264.52,11373099.0,0,0,-2487240.99,-309593.4900000002,2487240.99,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,2493.0,0.0,False,0.8711852802374755,0.0018811900462963,8.585246e-06,0.025196373462677,0.2244742270082417,1,1
8,TRANSFER,2887748.9,C1041381648,0.0,0.0,C451111351,8982797.3,13101828.29,0,0,-2887748.9,-1231282.089999998,2887748.9,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,2496.0,0.0,False,0.9217260682118968,0.0007624096519803,9.965392e-06,0.025196373462677,0.2368860819665815,1,1
9,TRANSFER,1002912.03,C1041684328,10149.0,0.0,C340368210,0.0,1002912.03,0,0,-992763.03,0.0,98.80906699507388,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,2511.0,0.0,False,0.3583214583185454,0.0004244207457118,1.3560095e-06,0.4991704821586609,0.2144582760713269,1,1
8,CASH_OUT,15734.36,C1042381815,26768.0,11033.64,C2145867337,42471.3,353947.41,0,0,0.0,-295741.75,0.5877828831857747,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,2293.0,0.0,False,0.1083544587424626,0.0009194073204506,8.557619e-07,0.7388625741004944,0.2119883964034126,1,1
11,CASH_OUT,44205.47,C1043375885,0.0,0.0,C1745797042,243652.54,287858.01,0,0,-44205.47,0.0,44205.47,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,2627.0,0.0,False,0.0471958642581414,0.0006290453557752,9.1558576e-08,0.8200668096542358,0.2169415050168225,1,1
10,CASH_OUT,20884.91,C1043723499,30462.0,9577.09,C1814044761,0.0,20884.91,0,0,0.0,0.0,0.6855828381971572,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,2648.0,0.0,False,0.0776156731059715,0.0004893213596984,2.1959865e-07,0.9379377961158752,0.2539862974569983,1,1
10,CASH_OUT,8776.36,C1043828795,0.0,0.0,C1536327216,210164.43,218940.79,0,0,-8776.36,-2.9103830456733704e-11,8776.36,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,2655.0,0.0,False,0.0481943377753794,0.000412043369521,1.6152107e-07,0.8997742533683777,0.2370746049161686,1,1
11,CASH_OUT,1904.12,C1044712882,172100.13,170196.02,C483874933,13763.0,0.0,0,0,-0.0099999999802093,15667.12,0.0110639598938135,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,2699.0,0.0,False,0.1049672723442162,0.0119859253035349,3.292829e-07,0.9251969456672668,0.2599383383484513,1,1
1,CASH_OUT,13576.03,C1046009438,0.0,0.0,C812586739,367271.74,122027.28,0,0,-13576.03,258820.49,13576.03,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,2788.0,0.0,False,0.0799581394147109,0.0001750147978135,2.3082755e-07,0.9013549089431764,0.2453633342973003,1,1
10,TRANSFER,2771220.76,C1046337690,0.0,0.0,C178284655,4428339.38,7199560.14,0,0,-2771220.76,0.0,2771220.76,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,2808.0,0.0,False,0.8930206660870823,0.0003393752908163,8.934242e-06,0.010423713363707,0.2259316501935613,1,1
9,TRANSFER,1038798.67,C1047286918,354162.41,0.0,C1311074762,1585.0,0.0,0,0,-684636.26,1040383.67,2.933105568415439,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,2873.0,0.0,False,0.5375921002591773,0.002874210510161,4.7553162e-06,0.2931579351425171,0.2082637775474188,1,1
11,TRANSFER,1128503.91,C1047385854,0.0,0.0,C1383963902,2110518.25,3239022.16,0,0,-1128503.91,0.0,1128503.91,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,2876.0,0.0,False,0.5712158345391803,0.000394323763566,1.7816258e-06,0.3261076211929321,0.2244102631734949,1,1
10,CASH_OUT,503790.23,C1047596584,136090.45,0.0,C878374257,17997888.23,18501678.46,0,0,-367699.78,0.0,3.7018507040670072,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,2892.0,0.0,False,0.2046458628589039,0.0003992738658351,2.4909482e-07,0.9098259210586548,0.2786978754810041,1,1
8,TRANSFER,2108050.16,C1047847300,0.0,0.0,C728526866,8786780.12,10520267.05,0,0,-2108050.16,374563.2299999986,2108050.16,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,2914.0,0.0,False,0.8248984636442956,0.0019562756203151,9.141534e-06,0.0239807330071926,0.2126137967472455,1,1
10,CASH_OUT,503440.35,C1049586392,20989.0,0.0,C88764166,0.0,503440.35,0,0,-482451.35,0.0,23.984771319676035,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,3020.0,0.0,False,0.150518213624564,0.0003077179310336,3.0193428e-07,0.9098259210586548,0.2651476678372978,1,1
10,CASH_IN,666904.03,C104960841,20314262.73,20981166.76,C1440325059,2708771.82,2041867.79,0,0,-1333808.0600000024,1333808.0599999996,0.0328293478347984,0,0,0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.825239912256817,0.0042613900330353,4.3683685e-06,0.0,0.2071635665813949,1,1
9,TRANSFER,2341972.99,C1049839748,49317.07,0.0,C2133018626,127976.42,1998654.42,0,0,-2292655.9200000004,471294.9900000002,47.48711760212839,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3037.0,0.0,False,0.7055190164497094,0.0014902096044132,4.76224e-06,0.1674286872148513,0.2185363965091581,1,1
9,CASH_OUT,10901.58,C1050020419,0.0,0.0,C217061416,144785.93,0.0,0,0,-10901.58,155687.50999999998,10901.58,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,4709.0,0.0,False,0.0715332405048244,0.0002564319682387,2.1518086e-07,0.7884480357170105,0.2150466700033706,1,1
7,TRANSFER,2271227.47,C1054204284,0.0,0.0,C1515704208,10523029.85,15505523.11,0,0,-2271227.47,-2711265.789999999,2271227.47,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3308.0,0.0,False,0.9265808910489448,0.0012091265255466,1.6316792e-05,0.0239807330071926,0.2378871263569623,1,1
9,TRANSFER,2190083.23,C1054351624,72574.0,0.0,C89052865,102973.97,0.0,0,0,-2117509.23,2293057.2,30.176827144333448,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3312.0,0.0,False,0.6857870973989734,0.002288799817594,5.9994813e-06,0.1557373851537704,0.2108406804461311,1,1
10,CASH_OUT,20745.59,C1054626427,0.0,0.0,C1488916715,138282.71,159028.3,0,0,-20745.59,0.0,20745.59,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,3324.0,0.0,False,0.0455156599860707,0.0007427273192729,5.5495804e-08,0.9379377961158752,0.2460119261380821,1,1
9,TRANSFER,943526.88,C1054935769,0.0,0.0,C1275435326,969970.47,4748180.14,0,0,-943526.88,-2834682.79,943526.88,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3346.0,0.0,False,0.6706987393265228,0.0003818007179801,8.578661e-06,0.1898428797721862,0.2152143385167951,1,1
11,CASH_OUT,557716.87,C1055332283,181876.0,0.0,C527492773,848003.56,1405720.43,0,0,-375840.87,2.3283064365386963e-10,3.066450788170027,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,191.0,0.0,False,0.231877446730753,0.0007448290976355,3.0705309e-07,0.6634721755981445,0.2239864635176841,1,1
9,CASH_OUT,21722.33,C10556026,0.0,0.0,C1497853412,234708.3,0.0,0,0,-21722.33,256430.63,21722.33,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,3374.0,0.0,False,0.0803750271984563,0.0003606093768396,2.2479345e-07,0.9236754775047302,0.2510848154892019,1,1
11,CASH_OUT,8651.33,C1056031451,16921.0,8269.67,C704389114,82516.0,91167.33,0,0,0.0,0.0,0.5112474884765394,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,3392.0,0.0,False,0.0768681430347008,0.0006677029472316,2.9324707e-07,0.8912387490272522,0.2421603515790567,1,1
1,TRANSFER,2545478.01,C1057507014,0.0,0.0,C1590550415,12394437.4,19169204.93,0,0,-2545478.01,-4229289.52,2545478.01,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3467.0,0.0,False,0.951744830638026,0.0026243015913777,3.7356473e-05,0.0471122749149799,0.2502503436484899,1,1
9,TRANSFER,2042574.11,C105915067,70467.0,0.0,C1651924497,33856.23,3022869.34,0,0,-1972107.11,-946438.9999999998,28.98583910427428,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3554.0,0.0,False,0.6575351571799425,0.0004174769871697,3.3742629e-06,0.3065078258514404,0.2410952534341377,1,1
11,TRANSFER,2696247.25,C1059872581,0.0,0.0,C679235222,7060675.5,9558268.86,0,0,-2696247.25,198653.8900000006,2696247.25,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3600.0,0.0,False,0.8891971094200816,0.0005522291954351,9.09047e-06,0.0138482460752129,0.2258745118539196,1,1
10,CASH_OUT,2755.76,C1060059564,0.0,0.0,C258425622,254916.4,257672.16,0,0,-2755.76,0.0,2755.76,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,3613.0,0.0,False,0.0546323824879653,0.0004610662655535,2.1346314e-07,0.9251969456672668,0.2450496093308617,1,1
11,CASH_OUT,21296.46,C1060606858,81407.0,60110.54,C1649898712,0.0,21296.46,0,0,0.0,0.0,0.2616015625,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,3648.0,0.0,False,0.0709818726183655,0.003469621581345,2.0065073e-07,0.9236754775047302,0.2493583220422624,1,1
10,TRANSFER,1120269.25,C1060931085,21718.0,0.0,C1711105800,0.0,1120269.25,0,0,-1098551.25,0.0,51.5801487177126,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3666.0,0.0,False,0.3865672682995773,0.000358590963303,1.2814884e-06,0.7522038817405701,0.2847648901492343,1,1
9,CASH_OUT,16649.5,C1061341935,0.0,0.0,C1675375648,678568.75,832702.95,0,0,-16649.5,-137484.69999999995,16649.5,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,3683.0,0.0,False,0.0608029389133816,0.0002595510510204,4.462376e-08,0.8243950605392456,0.2213514234604896,1,1
